source,source_url,indicator_id,indicator_label,theme,unit,bad_when,note,country_raw,country_key,country,year,value
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,1995,1.11373422085118
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,1996,1.21385498322201
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,1997,1.0820399195962
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,1998,0.996734717801419
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,1999,1.09397580294231
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2000,1.14447285147721
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2001,1.28396809127349
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2002,1.1375387361946
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2003,1.15019273319182
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2004,1.06919812205752
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2005,1.21729073052406
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2006,1.34945083098893
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2007,1.82499679529254
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2008,2.00391140524272
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2009,2.06083316277243
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2010,1.55570626204128
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2011,1.38952731561803
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2012,1.74582000067359
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2013,1.721151439989
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2014,1.49156648912847
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2015,1.43921665259925
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2016,1.56194049810399
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2017,1.64682779735017
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2018,1.49599671041328
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2019,1.47749071058438
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2020,1.23342825131378
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2021,0.14089508329287
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2022,1.28931130985537
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2023,2.43450716351535
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUS,AUS,Australia,2024,1.99383715356028
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,1995,0.153106260702748
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,1996,0.135019833748789
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,1997,0.113316608322994
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,1998,0.109728368100981
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,1999,0.194563153264961
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2000,0.240466652446524
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2001,0.382799394483217
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2002,0.49198046425522
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2003,0.487133894826838
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2004,0.620413127334181
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2005,0.681267248299787
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2006,0.494797775098466
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2007,0.324146535285463
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2008,0.313041437661508
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2009,0.261953189906348
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2010,0.240394299500766
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2011,0.337080841831645
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2012,0.45593747231891
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2013,0.589387254692989
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2014,0.781541632525841
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2015,1.12099250236958
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2016,1.08139629872802
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2017,0.694621103604983
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2018,0.487071924768999
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2019,0.444673639004876
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2020,0.415176731565556
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2021,0.435671684056384
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2022,0.956287797076634
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2023,0.989464653969154
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,AUT,AUT,Austria,2024,0.504879813795986
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,1995,0.209436838020324
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,1996,0.1953931762382
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,1997,0.241991884983082
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,1998,0.213527650670943
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,1999,0.229189103029716
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2000,0.242517956221334
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2001,0.343951157623668
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2002,0.448268894821562
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2003,0.418641508069053
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2004,0.432788248129175
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2005,0.550055708089009
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2006,0.659558214980699
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2007,0.734330830765919
World Bank WDI,https://api.worldbank.org/v2/country/ITA;DEU;FRA;ESP;EUU;USA;JPN;GBR;CAN;AUS;AUT;BEL;CHE;DNK;FIN;NLD;NOR;SWE;PRT;GRC;IRL/indicator/SP.POP.GROW?format=json&per_page=20000,SP.POP.GROW,Crescita della popolazione,demografia,% annuo,low,,BEL,BEL,Belgium,2008,0.789976845480149
