sector_va,year,va,key_va,sector_hours,key_h,hours_idx_annual_raw,va_idx,hours_idx,prod_idx,flag_va_gt_hours,flag_prod_gt_100
"Attività artistiche, di intrattenimento e divertimento",2020,14440.6,"attività artistiche, di intrattenimento e divertimento","Attività artistiche, sportive, di intrattenimento e divertimento","attività artistiche, sportive, di intrattenimento e divertimento",85.525,104.06814594878965,85.41822721598002,121.83365230193,1,1
"Attività artistiche, di intrattenimento e divertimento",2021,13876.1,"attività artistiche, di intrattenimento e divertimento","Attività artistiche, sportive, di intrattenimento e divertimento","attività artistiche, sportive, di intrattenimento e divertimento",100.125,100.0,100.0,100.0,0,0
"Attività artistiche, di intrattenimento e divertimento",2022,18636.3,"attività artistiche, di intrattenimento e divertimento","Attività artistiche, sportive, di intrattenimento e divertimento","attività artistiche, sportive, di intrattenimento e divertimento",149.55,134.3050280698467,149.36329588014982,89.91836132058442,0,0
"Attività artistiche, di intrattenimento e divertimento",2023,20154.1,"attività artistiche, di intrattenimento e divertimento","Attività artistiche, sportive, di intrattenimento e divertimento","attività artistiche, sportive, di intrattenimento e divertimento",160.075,145.24325999380227,159.87515605493132,90.84792382870188,0,0
"Attività artistiche, di intrattenimento e divertimento",2024,20024.2,"attività artistiche, di intrattenimento e divertimento","Attività artistiche, sportive, di intrattenimento e divertimento","attività artistiche, sportive, di intrattenimento e divertimento",166.15,144.3071179942491,165.94257178526843,86.96208359418712,0,0
Altre attività di servizi,2015,27997.0,altre attività di servizi,Altre attività di servizi,altre attività di servizi,107.75,113.84087406630316,107.75,105.65278335619783,1,1
Altre attività di servizi,2016,27500.4,altre attività di servizi,Altre attività di servizi,altre attività di servizi,108.55,111.82160849994511,108.55,103.01391847070025,1,1
Altre attività di servizi,2017,28293.1,altre attività di servizi,Altre attività di servizi,altre attività di servizi,111.275,115.04487030915176,111.275,103.38788614617098,1,1
Altre attività di servizi,2018,28000.0,altre attività di servizi,Altre attività di servizi,altre attività di servizi,122.5,113.85307260979707,122.5,92.94128376309965,0,0
Altre attività di servizi,2019,26917.1,altre attività di servizi,Altre attività di servizi,altre attività di servizi,126.9,109.44980502661316,126.9,86.24886132908838,0,0
Altre attività di servizi,2020,22743.3,altre attività di servizi,Altre attività di servizi,altre attività di servizi,98.575,92.47837808165706,98.575,93.81524532757498,0,0
Altre attività di servizi,2021,24593.1,altre attività di servizi,Altre attività di servizi,altre attività di servizi,100.0,100.0,100.0,100.0,0,0
Altre attività di servizi,2022,26823.6,altre attività di servizi,Altre attività di servizi,altre attività di servizi,111.025,109.06961708771973,111.025,98.23879044153995,0,0
Altre attività di servizi,2023,28328.4,altre attività di servizi,Altre attività di servizi,altre attività di servizi,115.0,115.1884065042634,115.0,100.16383174283774,1,1
Altre attività di servizi,2024,28300.1,altre attività di servizi,Altre attività di servizi,altre attività di servizi,116.65,115.07333357730421,116.65,98.64837854891059,0,0
