unmatched_hours
Attività economica (ATECO 2007)
Estrazione di minerali da cave e miniere
"Industria e servizi (b-s, escluso o)"
"Istruzione, sanità e assistenza sociale, attività artistiche e altre attività di servizi (P-S)"
"Servizi (g-s, escluso o)"
Servizi alle imprese (l-n)
TOTALE INDUSTRIA (b-f)
TOTALE INDUSTRIA E SERVIZI (b-n)
TOTALE INDUSTRIA ESCLUSE COSTRUZIONI (b-e)
TOTALE SERVIZI DI MERCATO (g-n)
