sector_va,year,va,key
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2022,325527.0,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
Industria estrattiva,2022,1488.3,industria estrattiva
Industria manifatturiera,2022,286958.7,industria manifatturiera
"Industrie alimentari, delle bevande e del tabacco",2022,33792.9,"industrie alimentari, delle bevande e del tabacco"
"Industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili",2022,29521.2,"industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili"
"Industria del legno, della carta, editoria",2022,15031.2,"industria del legno, della carta, editoria"
"Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",2022,5189.5,"industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio"
Fabbricazione di carta e di prodotti di carta,2022,5740.9,fabbricazione di carta e di prodotti di carta
Stampa e riproduzione su supporti registrati,2022,4041.1,stampa e riproduzione su supporti registrati
Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,2022,3652.8,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio
Fabbricazione di prodotti chimici,2022,9644.9,fabbricazione di prodotti chimici
Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,2022,10930.8,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici
Fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi,2022,27331.7,fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi
Fabbricazione di articoli in gomma e materie plastiche,2022,14984.2,fabbricazione di articoli in gomma e materie plastiche
Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,2022,12349.4,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi
"Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2022,41642.4,"attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Attività metallurgiche,2022,5977.6,attività metallurgiche
"Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2022,35751.4,"fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Fabbricazione di computer e prodotti di elettronica e ottica,2022,10897.0,fabbricazione di computer e prodotti di elettronica e ottica
Fabbricazione di apparecchiature elettriche,2022,12855.0,fabbricazione di apparecchiature elettriche
Fabbricazione di macchinari e apparecchiature n.c.a.,2022,39745.6,fabbricazione di macchinari e apparecchiature n c a
Fabbricazione di mezzi di trasporto,2022,24298.6,fabbricazione di mezzi di trasporto
"Fabbricazione di autoveicoli, rimorchi e semirimorchi",2022,16386.1,"fabbricazione di autoveicoli, rimorchi e semirimorchi"
Fabbricazione di altri mezzi di trasporto,2022,7950.4,fabbricazione di altri mezzi di trasporto
"Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature",2022,26206.9,"fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"
"Fabbricazione di mobili, altre industrie manifatturiere",2022,16805.3,"fabbricazione di mobili, altre industrie manifatturiere"
Riparazione e installazione di macchine e apparecchiature,2022,9401.5,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2022,16718.3,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2022,21086.6,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2022,6122.9,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2022,14964.7,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2022,93726.9,costruzioni
Servizi,2022,1258470.8,servizi
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2022,354787.0,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2022,206653.0,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2022,20610.8,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2022,100310.1,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2022,85725.2,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2022,82304.7,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2022,47710.2,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2022,3993.8,trasporti marittimi e per vie dacqua
Trasporto aereo,2022,640.6,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2022,27999.9,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2022,3067.9,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2022,65775.7,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2022,64800.6,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2022,9548.5,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2022,2918.9,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2022,6632.0,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2022,17915.3,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2022,37321.9,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2022,80550.2,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2022,48753.6,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2022,15890.4,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2022,16137.2,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2022,221394.1,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2022,151213.1,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2022,193911.1,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2022,127120.9,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2022,86094.0,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2022,62691.7,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2022,23404.8,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2022,17130.5,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2022,23927.0,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2022,7298.0,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2022,16776.0,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2022,66789.6,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2022,10759.4,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2022,15254.6,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2022,3117.2,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2022,37843.1,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2022,281453.3,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2022,104613.8,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2022,70052.1,istruzione
Sanità e assistenza sociale,2022,106896.8,sanità e assistenza sociale
Attività dei servizi sanitari,2022,90918.8,attività dei servizi sanitari
Assistenza sociale,2022,15959.3,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2022,61524.4,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2022,18636.3,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2022,10635.6,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2022,8059.9,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2022,26823.6,altre attività di servizi
Attività di organizzazioni associative,2022,5222.5,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2022,1801.5,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2022,19799.0,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2022,15720.2,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
Branca di attività economica (ATECO 2007),2023,,branca di attività economica (ateco 2007)
Totale attività economiche,2023,1727655.7,totale attività economiche
Attività economiche non market,2023,244300.1,attività economiche non market
"Agricoltura, silvicoltura e pesca",2023,31277.7,"agricoltura, silvicoltura e pesca"
"Produzioni vegetali e animali, caccia e servizi connessi",2023,28527.7,"produzioni vegetali e animali, caccia e servizi connessi"
Silvicoltura e utilizzo di aree forestali,2023,2252.0,silvicoltura e utilizzo di aree forestali
Pesca e acquicoltura,2023,504.0,pesca e acquicoltura
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni",2023,427854.1,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni"
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2023,323106.1,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
Industria estrattiva,2023,1651.1,industria estrattiva
Industria manifatturiera,2023,285387.6,industria manifatturiera
"Industrie alimentari, delle bevande e del tabacco",2023,34449.6,"industrie alimentari, delle bevande e del tabacco"
"Industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili",2023,28787.3,"industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili"
"Industria del legno, della carta, editoria",2023,14078.7,"industria del legno, della carta, editoria"
"Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",2023,4780.6,"industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio"
Fabbricazione di carta e di prodotti di carta,2023,5643.5,fabbricazione di carta e di prodotti di carta
Stampa e riproduzione su supporti registrati,2023,3549.8,stampa e riproduzione su supporti registrati
Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,2023,3186.7,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio
Fabbricazione di prodotti chimici,2023,9874.9,fabbricazione di prodotti chimici
Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,2023,10817.5,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici
Fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi,2023,24803.0,fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi
Fabbricazione di articoli in gomma e materie plastiche,2023,14070.7,fabbricazione di articoli in gomma e materie plastiche
Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,2023,10714.9,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi
"Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2023,44597.6,"attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Attività metallurgiche,2023,6275.3,attività metallurgiche
"Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2023,38534.2,"fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Fabbricazione di computer e prodotti di elettronica e ottica,2023,10527.7,fabbricazione di computer e prodotti di elettronica e ottica
Fabbricazione di apparecchiature elettriche,2023,11370.7,fabbricazione di apparecchiature elettriche
Fabbricazione di macchinari e apparecchiature n.c.a.,2023,39343.4,fabbricazione di macchinari e apparecchiature n c a
Fabbricazione di mezzi di trasporto,2023,26122.8,fabbricazione di mezzi di trasporto
"Fabbricazione di autoveicoli, rimorchi e semirimorchi",2023,17495.9,"fabbricazione di autoveicoli, rimorchi e semirimorchi"
Fabbricazione di altri mezzi di trasporto,2023,8642.1,fabbricazione di altri mezzi di trasporto
"Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature",2023,25634.0,"fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"
"Fabbricazione di mobili, altre industrie manifatturiere",2023,15661.5,"fabbricazione di mobili, altre industrie manifatturiere"
Riparazione e installazione di macchine e apparecchiature,2023,9906.6,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2023,16892.8,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2023,19231.2,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2023,5248.2,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2023,13973.5,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2023,104441.0,costruzioni
Servizi,2023,1268611.2,servizi
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2023,351390.3,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2023,201496.5,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2023,20874.8,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2023,98739.3,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2023,81853.4,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2023,83112.0,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2023,45685.1,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2023,6802.8,trasporti marittimi e per vie dacqua
Trasporto aereo,2023,439.1,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2023,28337.7,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2023,3026.8,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2023,66880.2,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2023,67276.0,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2023,10058.2,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2023,2795.1,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2023,7289.7,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2023,18246.1,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2023,38912.7,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2023,74571.8,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2023,45917.8,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2023,12863.1,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2023,16134.7,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2023,227236.6,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2023,155683.9,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2023,201383.1,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2023,136421.4,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2023,94389.1,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2023,68678.0,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2023,25712.0,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2023,18286.7,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2023,23679.8,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2023,8244.5,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2023,15920.9,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2023,65023.9,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2023,10436.7,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2023,15029.0,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2023,2344.7,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2023,37180.2,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2023,283046.3,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2023,105918.3,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2023,69397.9,istruzione
Sanità e assistenza sociale,2023,107896.9,sanità e assistenza sociale
Attività dei servizi sanitari,2023,90660.5,attività dei servizi sanitari
Assistenza sociale,2023,17194.9,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2023,64854.6,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2023,20154.1,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2023,11525.3,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2023,8689.1,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2023,28328.4,altre attività di servizi
Attività di organizzazioni associative,2023,5307.7,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2023,1893.6,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2023,21132.8,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2023,16011.4,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
Branca di attività economica (ATECO 2007),2024,,branca di attività economica (ateco 2007)
Totale attività economiche,2024,1739217.5,totale attività economiche
Attività economiche non market,2024,243920.4,attività economiche non market
"Agricoltura, silvicoltura e pesca",2024,31905.2,"agricoltura, silvicoltura e pesca"
"Produzioni vegetali e animali, caccia e servizi connessi",2024,,"produzioni vegetali e animali, caccia e servizi connessi"
Silvicoltura e utilizzo di aree forestali,2024,,silvicoltura e utilizzo di aree forestali
Pesca e acquicoltura,2024,,pesca e acquicoltura
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni",2024,429007.2,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni"
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2024,323198.8,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
Industria estrattiva,2024,1749.1,industria estrattiva
Industria manifatturiera,2024,283456.7,industria manifatturiera
"Industrie alimentari, delle bevande e del tabacco",2024,35534.9,"industrie alimentari, delle bevande e del tabacco"
"Industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili",2024,26777.8,"industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili"
"Industria del legno, della carta, editoria",2024,13809.7,"industria del legno, della carta, editoria"
"Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",2024,,"industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio"
Fabbricazione di carta e di prodotti di carta,2024,,fabbricazione di carta e di prodotti di carta
Stampa e riproduzione su supporti registrati,2024,,stampa e riproduzione su supporti registrati
Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,2024,3237.7,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio
Fabbricazione di prodotti chimici,2024,10541.9,fabbricazione di prodotti chimici
Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,2024,11745.3,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici
Fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi,2024,23900.6,fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi
Fabbricazione di articoli in gomma e materie plastiche,2024,,fabbricazione di articoli in gomma e materie plastiche
Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,2024,,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi
"Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2024,44336.8,"attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Attività metallurgiche,2024,,attività metallurgiche
"Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2024,,"fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Fabbricazione di computer e prodotti di elettronica e ottica,2024,10316.1,fabbricazione di computer e prodotti di elettronica e ottica
Fabbricazione di apparecchiature elettriche,2024,11681.9,fabbricazione di apparecchiature elettriche
Fabbricazione di macchinari e apparecchiature n.c.a.,2024,39157.1,fabbricazione di macchinari e apparecchiature n c a
Fabbricazione di mezzi di trasporto,2024,24397.6,fabbricazione di mezzi di trasporto
"Fabbricazione di autoveicoli, rimorchi e semirimorchi",2024,,"fabbricazione di autoveicoli, rimorchi e semirimorchi"
Fabbricazione di altri mezzi di trasporto,2024,,fabbricazione di altri mezzi di trasporto
"Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature",2024,26186.8,"fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"
"Fabbricazione di mobili, altre industrie manifatturiere",2024,,"fabbricazione di mobili, altre industrie manifatturiere"
Riparazione e installazione di macchine e apparecchiature,2024,,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2024,18171.2,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2024,18658.1,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2024,,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2024,,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2024,105564.0,costruzioni
Servizi,2024,1278476.7,servizi
