sector_va,year,va,key
Riparazione e installazione di macchine e apparecchiature,2017,9051.8,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2017,21313.4,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2017,17078.2,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2017,5595.7,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2017,11494.4,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2017,67458.3,costruzioni
Servizi,2017,1185777.3,servizi
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2017,329194.8,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2017,182135.9,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2017,19023.9,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2017,85703.1,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2017,77471.7,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2017,82930.3,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2017,40949.0,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2017,2957.1,trasporti marittimi e per vie dacqua
Trasporto aereo,2017,2966.2,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2017,32720.0,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2017,3414.0,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2017,65576.7,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2017,56383.8,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2017,10347.6,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2017,3730.8,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2017,6643.0,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2017,14844.3,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2017,31922.1,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2017,81611.6,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2017,49278.2,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2017,14894.7,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2017,17312.7,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2017,216092.8,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2017,148071.2,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2017,156886.8,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2017,102220.1,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2017,70490.8,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2017,52258.8,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2017,18223.2,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2017,14799.4,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2017,17029.3,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2017,2728.3,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2017,14818.7,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2017,54700.1,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2017,8153.0,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2017,11183.3,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2017,4778.1,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2017,31933.5,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2017,280846.7,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2017,108269.9,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2017,70334.3,istruzione
Sanità e assistenza sociale,2017,102381.9,sanità e assistenza sociale
Attività dei servizi sanitari,2017,87826.9,attività dei servizi sanitari
Assistenza sociale,2017,14663.1,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2017,64854.7,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2017,19035.7,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2017,10927.0,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2017,8103.2,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2017,28293.1,altre attività di servizi
Attività di organizzazioni associative,2017,4991.0,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2017,1783.5,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2017,21522.9,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2017,17530.9,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
Branca di attività economica (ATECO 2007),2018,,branca di attività economica (ateco 2007)
Totale attività economiche,2018,1620342.6,totale attività economiche
Attività economiche non market,2018,246491.2,attività economiche non market
"Agricoltura, silvicoltura e pesca",2018,34287.9,"agricoltura, silvicoltura e pesca"
"Produzioni vegetali e animali, caccia e servizi connessi",2018,30973.3,"produzioni vegetali e animali, caccia e servizi connessi"
Silvicoltura e utilizzo di aree forestali,2018,2289.6,silvicoltura e utilizzo di aree forestali
Pesca e acquicoltura,2018,1043.5,pesca e acquicoltura
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni",2018,390462.7,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni"
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2018,322397.9,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
Industria estrattiva,2018,2866.3,industria estrattiva
Industria manifatturiera,2018,279750.7,industria manifatturiera
"Industrie alimentari, delle bevande e del tabacco",2018,30918.5,"industrie alimentari, delle bevande e del tabacco"
"Industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili",2018,28233.1,"industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili"
"Industria del legno, della carta, editoria",2018,15827.2,"industria del legno, della carta, editoria"
"Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",2018,4949.4,"industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio"
Fabbricazione di carta e di prodotti di carta,2018,6074.7,fabbricazione di carta e di prodotti di carta
Stampa e riproduzione su supporti registrati,2018,4788.2,stampa e riproduzione su supporti registrati
Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,2018,346.7,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio
Fabbricazione di prodotti chimici,2018,13452.7,fabbricazione di prodotti chimici
Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,2018,9797.6,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici
Fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi,2018,24589.0,fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi
Fabbricazione di articoli in gomma e materie plastiche,2018,13811.0,fabbricazione di articoli in gomma e materie plastiche
Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,2018,10789.1,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi
"Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2018,44183.4,"attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Attività metallurgiche,2018,8240.7,attività metallurgiche
"Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2018,35969.7,"fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Fabbricazione di computer e prodotti di elettronica e ottica,2018,8916.0,fabbricazione di computer e prodotti di elettronica e ottica
Fabbricazione di apparecchiature elettriche,2018,11132.0,fabbricazione di apparecchiature elettriche
Fabbricazione di macchinari e apparecchiature n.c.a.,2018,40304.4,fabbricazione di macchinari e apparecchiature n c a
Fabbricazione di mezzi di trasporto,2018,25068.0,fabbricazione di mezzi di trasporto
"Fabbricazione di autoveicoli, rimorchi e semirimorchi",2018,16779.4,"fabbricazione di autoveicoli, rimorchi e semirimorchi"
Fabbricazione di altri mezzi di trasporto,2018,8467.2,fabbricazione di altri mezzi di trasporto
"Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature",2018,24552.6,"fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"
"Fabbricazione di mobili, altre industrie manifatturiere",2018,15642.5,"fabbricazione di mobili, altre industrie manifatturiere"
Riparazione e installazione di macchine e apparecchiature,2018,8960.2,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2018,22555.4,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2018,17313.6,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2018,5624.1,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2018,11700.0,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2018,68209.4,costruzioni
Servizi,2018,1195882.8,servizi
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2018,333116.1,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2018,185390.7,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2018,18265.1,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2018,89180.7,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2018,77985.9,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2018,82280.0,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2018,40097.1,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2018,2752.0,trasporti marittimi e per vie dacqua
Trasporto aereo,2018,3429.3,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2018,33472.0,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2018,2805.1,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2018,66886.9,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2018,55642.9,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2018,9807.2,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2018,3538.9,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2018,6293.5,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2018,14096.4,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2018,32642.0,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2018,81305.0,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2018,47805.8,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2018,15912.2,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2018,17814.1,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2018,218059.7,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2018,149833.4,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2018,163354.0,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2018,105021.0,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2018,72084.0,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale",2018,55048.7,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale"
"Attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2018,17043.7,"attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
Ricerca scientifica e sviluppo,2018,15249.2,ricerca scientifica e sviluppo
"Pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari",2018,17767.5,"pubblicità e ricerche di mercato, altre attività professionali, scientifiche e tecniche, servizi veterinari"
Pubblicità e ricerche di mercato,2018,3321.8,pubblicità e ricerche di mercato
"Altre attività professionali, scientifiche e tecniche, servizi veterinari",2018,14714.3,"altre attività professionali, scientifiche e tecniche, servizi veterinari"
Attività amministrative e di servizi di supporto,2018,58380.8,attività amministrative e di servizi di supporto
Attività di noleggio e leasing,2018,9075.6,attività di noleggio e leasing
"Attività di ricerca, selezione, fornitura di personale",2018,12069.9,"attività di ricerca, selezione, fornitura di personale"
"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate",2018,4175.1,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"Servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese",2018,34051.2,"servizi di investigazione e vigilanza, attività di servizi per edifici e per paesaggio, attività amministrative e di supporto per le funzioni dufficio e altri servizi di supporto alle imprese"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale",2018,279868.2,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria, istruzione, sanità e assistenza sociale"
"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2018,107138.9,"amministrazione pubblica e difesa, assicurazione sociale obbligatoria"
Istruzione,2018,70898.9,istruzione
Sanità e assistenza sociale,2018,101973.6,sanità e assistenza sociale
Attività dei servizi sanitari,2018,87148.6,attività dei servizi sanitari
Assistenza sociale,2018,14904.6,assistenza sociale
"Attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi",2018,64430.7,"attività artistiche, di intrattenimento e divertimento, riparazione di beni per la casa e altri servizi"
"Attività artistiche, di intrattenimento e divertimento",2018,19035.6,"attività artistiche, di intrattenimento e divertimento"
"Attività creative, artistiche e d'intrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco",2018,10675.3,"attività creative, artistiche e dintrattenimento, attività di biblioteche, archivi, musei e altre attività culturali, attività riguardanti scommesse e case da gioco"
"Attività sportive, di intrattenimento e di divertimento",2018,8368.7,"attività sportive, di intrattenimento e di divertimento"
Altre attività di servizi,2018,28000.0,altre attività di servizi
Attività di organizzazioni associative,2018,5013.5,attività di organizzazioni associative
Riparazione di computer e di beni per uso personale e per la casa,2018,1814.5,riparazione di computer e di beni per uso personale e per la casa
Altre attività di servizi personali,2018,21177.9,altre attività di servizi personali
"Attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2018,17398.7,"attività di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze"
Branca di attività economica (ATECO 2007),2019,,branca di attività economica (ateco 2007)
Totale attività economiche,2019,1631728.4,totale attività economiche
Attività economiche non market,2019,246041.3,attività economiche non market
"Agricoltura, silvicoltura e pesca",2019,33599.4,"agricoltura, silvicoltura e pesca"
"Produzioni vegetali e animali, caccia e servizi connessi",2019,30415.1,"produzioni vegetali e animali, caccia e servizi connessi"
Silvicoltura e utilizzo di aree forestali,2019,2283.0,silvicoltura e utilizzo di aree forestali
Pesca e acquicoltura,2019,912.8,pesca e acquicoltura
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni",2019,393235.4,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni"
"Attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2019,323098.1,"attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
Industria estrattiva,2019,2609.6,industria estrattiva
Industria manifatturiera,2019,280183.0,industria manifatturiera
"Industrie alimentari, delle bevande e del tabacco",2019,31511.6,"industrie alimentari, delle bevande e del tabacco"
"Industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili",2019,28315.2,"industrie tessili, confezione di articoli di abbigliamento e di articoli in pelle e simili"
"Industria del legno, della carta, editoria",2019,15880.5,"industria del legno, della carta, editoria"
"Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",2019,4769.0,"industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio"
Fabbricazione di carta e di prodotti di carta,2019,6524.4,fabbricazione di carta e di prodotti di carta
Stampa e riproduzione su supporti registrati,2019,4576.9,stampa e riproduzione su supporti registrati
Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,2019,363.8,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio
Fabbricazione di prodotti chimici,2019,12865.5,fabbricazione di prodotti chimici
Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,2019,10594.4,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici
Fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi,2019,24665.3,fabbricazione di articoli in gomma e materie plastiche e altri prodotti della lavorazione di minerali non metalliferi
Fabbricazione di articoli in gomma e materie plastiche,2019,14001.5,fabbricazione di articoli in gomma e materie plastiche
Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,2019,10666.3,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi
"Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2019,43444.4,"attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Attività metallurgiche,2019,8185.1,attività metallurgiche
"Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",2019,35270.2,"fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
Fabbricazione di computer e prodotti di elettronica e ottica,2019,9056.1,fabbricazione di computer e prodotti di elettronica e ottica
Fabbricazione di apparecchiature elettriche,2019,11414.9,fabbricazione di apparecchiature elettriche
Fabbricazione di macchinari e apparecchiature n.c.a.,2019,40651.8,fabbricazione di macchinari e apparecchiature n c a
Fabbricazione di mezzi di trasporto,2019,24050.6,fabbricazione di mezzi di trasporto
"Fabbricazione di autoveicoli, rimorchi e semirimorchi",2019,15927.3,"fabbricazione di autoveicoli, rimorchi e semirimorchi"
Fabbricazione di altri mezzi di trasporto,2019,8288.7,fabbricazione di altri mezzi di trasporto
"Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature",2019,24857.8,"fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"
"Fabbricazione di mobili, altre industrie manifatturiere",2019,15351.9,"fabbricazione di mobili, altre industrie manifatturiere"
Riparazione e installazione di macchine e apparecchiature,2019,9518.7,riparazione e installazione di macchine e apparecchiature
"Fornitura di energia elettrica, gas, vapore e aria condizionata",2019,23358.1,"fornitura di energia elettrica, gas, vapore e aria condizionata"
"Fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento",2019,17276.4,"fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento"
"Raccolta, trattamento e fornitura di acqua",2019,5508.1,"raccolta, trattamento e fornitura di acqua"
"Gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti",2019,11778.5,"gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti"
Costruzioni,2019,70241.4,costruzioni
Servizi,2019,1205167.7,servizi
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione",2019,342404.2,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione"
"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",2019,191983.8,"commercio allingrosso e al dettaglio, riparazione di autoveicoli e motocicli"
Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,2019,19341.3,commercio allingrosso e al dettaglio e riparazione di autoveicoli e motocicli
"Commercio all'ingrosso, escluso quello di autoveicoli e di motocicli",2019,92545.4,"commercio allingrosso, escluso quello di autoveicoli e di motocicli"
"Commercio al dettaglio, escluso quello di autoveicoli e di motocicli",2019,80185.8,"commercio al dettaglio, escluso quello di autoveicoli e di motocicli"
Trasporti e magazzinaggio,2019,84876.1,trasporti e magazzinaggio
Trasporto terrestre e trasporto mediante condotte,2019,42537.7,trasporto terrestre e trasporto mediante condotte
Trasporti marittimi e per vie d'acqua,2019,2641.0,trasporti marittimi e per vie dacqua
Trasporto aereo,2019,4074.1,trasporto aereo
Magazzinaggio e attività di supporto ai trasporti,2019,33348.0,magazzinaggio e attività di supporto ai trasporti
Servizi postali e attività di corriere,2019,2869.4,servizi postali e attività di corriere
Servizi di alloggio e di ristorazione,2019,66919.6,servizi di alloggio e di ristorazione
Servizi di informazione e comunicazione,2019,57173.8,servizi di informazione e comunicazione
"Attività editoriali, audiovisivi, attività di trasmissione",2019,9333.8,"attività editoriali, audiovisivi, attività di trasmissione"
Attività editoriali,2019,3374.3,attività editoriali
"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione",2019,5984.3,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore, attività di programmazione e trasmissione"
Telecomunicazioni,2019,16247.2,telecomunicazioni
"Programmazione, consulenza informatica e attività connesse, attività dei servizi d'informazione",2019,31929.6,"programmazione, consulenza informatica e attività connesse, attività dei servizi dinformazione"
Attività finanziarie e assicurative,2019,81615.4,attività finanziarie e assicurative
Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione),2019,47750.5,prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)
"Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie",2019,14695.7,"assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
Attività ausiliarie dei servizi finanziari e delle attività assicurative,2019,19091.9,attività ausiliarie dei servizi finanziari e delle attività assicurative
Attività immobiliari,2019,220192.3,attività immobiliari
"Attività immobiliari, di cui: affitti imputati per gli alloggi occupati dai rispettivi proprietari",2019,150321.9,"attività immobiliari, di cui affitti imputati per gli alloggi occupati dai rispettivi proprietari"
"Attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto",2019,162007.9,"attività professionali, scientifiche e tecniche, amministrazione e servizi di supporto"
"Attività professionali, scientifiche e tecniche",2019,102634.6,"attività professionali, scientifiche e tecniche"
"Attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e d'ingegneria, collaudi e analisi tecniche",2019,68133.1,"attività legali e contabilità, attività di sedi centrali, consulenza gestionale, attività degli studi di architettura e dingegneria, collaudi e analisi tecniche"
